age,balance,day,duration,campaign,pdays,previous,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,default_yes,housing_yes,loan_yes,contact_telephone,contact_unknown,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,poutcome_unknown
-1.218254371991486,2.0023856384286782,-1.6589499602329196,2.8068615503362553,0.7218105224823107,2.2851050434898745,0.6163354305596446,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.029906416630939,-0.29272593186497603,1.2248390690399324,-0.7190102146737665,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0419210923350783,-0.7403843563512741,-0.33721332181619584,0.14304213315908032,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.08816663982820393,-0.4631842754514681,-0.45737119803589804,-0.5636854673164967,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-1.029906416630939,0.21503630163158802,0.14341818306261284,-0.5831010607361554,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.37068857286902446,-0.33969229628283415,1.5853126976990388,-0.695711502570176,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.7473844835901186,-0.2076609781291351,0.5038918117217194,-0.7306595707255616,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.5590365282295715,-0.4457771613665277,0.3837339355020172,0.03819792869292328,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.9357324389506656,-0.4467624697109583,-0.6976869504753024,-0.5675685860004285,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8535731369745312,0.7526862215758799,1.5853126976990388,-0.16760736155545905,-0.2465603476137659,0.3775398336871405,0.6163354305596446,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-1.4066023273520332,-0.23360743119914062,-1.2984763315738133,-0.6762959091505173,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.653210505909845,-0.2569263953506646,-0.09689756937679152,-0.6607634344147904,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.841558461270392,-0.4464340335961481,1.2248390690399324,-0.5598023486325651,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.18234061750847744,-0.493071961899196,1.705470573918741,-0.5365036365289746,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.029906416630939,-0.0798993294679686,-1.178318455354111,-0.22973726049836693,1.3673911025463619,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.5007763050323066,-0.3965117441449982,1.4651548214793366,-0.25303597260195737,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.9357324389506656,0.21503630163158802,1.4651548214793366,-0.35399705838418266,-0.5693506376457914,2.454888334414725,1.91874913240737,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.077834846818087,-0.4467624697109583,-1.4186342077935155,-0.8277375378238552,-0.2465603476137659,0.5273486197973029,0.18219752994373598,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.653210505909845,-0.15543963587431384,0.023260306842910656,0.6167826125987529,1.3673911025463619,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8535731369745312,-0.4126051137706978,-0.45737119803589804,0.7837567160078178,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7953129137772663,0.29517471364527603,-0.8178448266950046,-0.05111380103750679,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.006007337852069585,0.46202025996885593,0.263576059282315,-0.6296984849433364,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.653210505909845,0.42523541511011387,-0.5775290742556002,-0.3850620078556366,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5590365282295715,-0.4474193419405787,-0.09689756937679152,1.9448092025034087,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.47687722625343715,-0.28352972065029053,1.8256284501384432,-0.8588024872953092,2.3357619726424383,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.47687722625343715,-0.4241003777890547,-1.178318455354111,0.6128994939148211,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.1943552932126166,-0.4411790557591849,1.705470573918741,-0.5132049244253841,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-1.1240803943112125,0.18876141244677228,1.1046811928202303,-0.9791791664971932,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.512790980736446,0.4672752378058191,-0.5775290742556002,1.366224518597579,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2302690476956253,-0.023408317720614767,-1.2984763315738133,0.030431691325059795,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.7473844835901186,-0.14525811631519772,-0.33721332181619584,-0.5714517046843602,-0.5693506376457914,0.6471956486854328,0.18219752994373598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6652251816139841,3.2872277195661677,1.705470573918741,-0.03558132630177982,-0.5693506376457914,0.45743785294589373,1.050473331175553,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.029906416630939,-0.3748349605675252,-0.9380027029147067,-0.7656076388809473,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6652251816139841,-0.0023884063727621784,-1.4186342077935155,-0.4821399749539302,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.464862550549298,-0.2674363510245909,0.023260306842910656,-0.01616573288212111,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.1240803943112125,-0.28385815676510073,-1.5387920840132177,-0.31516587154486525,7.500406613154847,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-1.029906416630939,-0.65006442477847,0.3837339355020172,2.5894069040360774,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.9477471146548048,-0.12555194942658593,-1.178318455354111,-0.5598023486325651,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.27651459518875093,-0.44249280021842574,0.263576059282315,-0.0977112252446877,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-1.029906416630939,-0.35939846317144597,0.984523316600528,-0.6685296717826538,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.2302690476956253,-0.4474193419405787,-1.2984763315738133,1.8865624222444326,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.2302690476956253,-0.3068486848018145,-0.9380027029147067,0.2051720321019882,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.7370526905800014,1.0541905749716405,-0.5775290742556002,-0.5559192299486333,-0.2465603476137659,0.5473231246119912,6.694266039182365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.006007337852069585,-0.4241003777890547,0.14341818306261284,-0.7539582828291521,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.9477471146548048,-0.3968401802598084,-0.09689756937679152,0.1042109463197629,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-1.3124283496717597,-0.4352672056926014,-1.0581605791344089,-0.5170880431093159,-0.5693506376457914,3.2338940221875694,0.18219752994373598,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.08816663982820393,1.3786854564041147,-0.5775290742556002,-0.6413478409951316,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1001813155323431,-0.38140368286372917,-0.5775290742556002,0.026548572641128053,-0.5693506376457914,0.6272211438707445,1.050473331175553,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.9357324389506656,-0.4474193419405787,1.5853126976990388,-0.13265929340007337,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1001813155323431,0.6715625012177614,-1.0581605791344089,0.07314599684830896,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.1943552932126166,-0.3134174070980184,-0.21705544559649367,-0.9791791664971932,-0.5693506376457914,7.9678516632687,1.050473331175553,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
-0.653210505909845,0.09023057800371329,0.6240496879414215,-0.5869841794200872,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.2302690476956253,-0.45464493646640297,-0.8178448266950046,-0.6724127904665855,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.006007337852069585,-0.27236289274674386,-0.21705544559649367,-0.004516376830325885,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8535731369745312,0.26430171885311754,-0.5775290742556002,-0.5248542804771793,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1360950700153518,-0.22276903941040416,-0.6976869504753024,-0.2375034978662304,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.7593991592942577,-0.4375662584962728,-1.2984763315738133,-0.4782568562699984,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.2302690476956253,-0.4444634169072869,-1.7791078364526218,-0.4588412628503397,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.4186170030561722,-0.1403315745930448,0.14341818306261284,-0.4588412628503397,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.7953129137772663,-0.07333060717176466,-1.178318455354111,-0.7423089267773569,-0.2465603476137659,1.6658953942345367,0.6163354305596446,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.9357324389506656,-0.40800700816335506,-0.9380027029147067,-0.07441251314109724,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.9477471146548048,0.6899549236471324,-0.33721332181619584,0.4381591531378927,-0.2465603476137659,1.2564180455334264,1.050473331175553,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.464862550549298,-0.16266523040013817,-0.21705544559649367,-0.3850620078556366,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5590365282295715,-0.08351212673088075,0.14341818306261284,-0.800555707036333,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.28852927089289016,0.16018747045828519,-1.178318455354111,0.06149664079651373,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-1.218254371991486,-0.3876439690451229,0.3837339355020172,-0.40836071995922707,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.8535731369745312,-0.27794630669851716,-0.09689756937679152,-0.27633468470554784,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.512790980736446,-0.43953687518513396,0.023260306842910656,-0.5792179420522238,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.7593991592942577,1.3133266695568857,-1.0581605791344089,-0.7306595707255616,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.029906416630939,0.4672752378058191,0.14341818306261284,1.125471160193811,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0419210923350783,-0.4027520303263919,1.4651548214793366,-0.6607634344147904,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.37068857286902446,0.398632089810488,-0.33721332181619584,0.6167826125987529,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.7593991592942577,-0.3160448960165,0.6240496879414215,-0.41612695732709054,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.218254371991486,-0.1288363105746879,-1.4186342077935155,0.1508083705269438,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.18234061750847744,-0.24608800356192811,1.2248390690399324,-0.18313983629118602,-0.2465603476137659,3.5035498371858615,0.6163354305596446,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.18234061750847744,-0.845483913090537,0.023260306842910656,-0.9015167928185583,4.918084292898643,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.47687722625343715,0.039651416322942994,-0.21705544559649367,-0.3268152275966605,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.28852927089289016,-0.159052433137226,-1.6589499602329196,-0.4976724496896571,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.7473844835901186,-0.4139188582299386,1.4651548214793366,-0.6801790278344491,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.841558461270392,-0.29075531517611486,0.263576059282315,-0.664646553098722,1.0446008125143362,1.376265074421556,1.91874913240737,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1001813155323431,0.12274575336992276,0.6240496879414215,-0.3073996341770018,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.18234061750847744,-0.22046998660673278,0.023260306842910656,1.005094480991927,-0.5693506376457914,2.145283509787056,0.18219752994373598,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2302690476956253,-0.008957128668966112,0.984523316600528,0.7371592918006369,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.029906416630939,-0.4474193419405787,0.5038918117217194,-0.5714517046843602,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.27651459518875093,-0.2884562623724435,-0.9380027029147067,-0.33069834628059225,1.6901813925783875,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1943552932126166,-0.4355956418074116,-1.4186342077935155,-0.695711502570176,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1943552932126166,-0.37122216330461305,-0.9380027029147067,-0.5054386870575206,1.6901813925783875,2.834403925893803,2.787024933639187,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
